sample_id,text
sub-01::stimulus_400,This brain response shows valence 7.22 and arousal 6.22.
sub-01::stimulus_401,This brain response shows valence 5.44 and arousal 5.44.
sub-01::stimulus_402,This brain response shows valence 6.44 and arousal 5.33.
sub-01::stimulus_403,This brain response shows valence 7.56 and arousal 4.56.
sub-01::stimulus_404,This brain response shows valence 6.56 and arousal 5.22.
sub-01::stimulus_405,This brain response shows valence 6.78 and arousal 5.00.
sub-01::stimulus_406,This brain response shows valence 1.56 and arousal 4.56.
sub-01::stimulus_407,This brain response shows valence 6.00 and arousal 5.00.
sub-01::stimulus_408,This brain response shows valence 4.00 and arousal 5.78.
sub-01::stimulus_409,This brain response shows valence 7.00 and arousal 7.22.
sub-01::stimulus_410,This brain response shows valence 6.78 and arousal 4.56.
sub-01::stimulus_411,This brain response shows valence 7.22 and arousal 6.56.
sub-01::stimulus_412,This brain response shows valence 5.67 and arousal 5.67.
sub-01::stimulus_413,This brain response shows valence 6.78 and arousal 3.89.
sub-01::stimulus_414,This brain response shows valence 2.00 and arousal 4.67.
sub-01::stimulus_415,This brain response shows valence 6.44 and arousal 4.89.
sub-01::stimulus_416,This brain response shows valence 6.11 and arousal 5.78.
sub-01::stimulus_417,This brain response shows valence 2.11 and arousal 6.78.
sub-01::stimulus_418,This brain response shows valence 7.44 and arousal 3.89.
sub-01::stimulus_419,This brain response shows valence 5.33 and arousal 6.89.
sub-01::stimulus_420,This brain response shows valence 6.78 and arousal 6.11.
sub-01::stimulus_421,This brain response shows valence 7.33 and arousal 3.11.
sub-01::stimulus_422,This brain response shows valence 2.22 and arousal 6.67.
sub-01::stimulus_423,This brain response shows valence 3.33 and arousal 5.78.
sub-01::stimulus_424,This brain response shows valence 5.44 and arousal 5.78.
sub-01::stimulus_425,This brain response shows valence 7.89 and arousal 6.22.
sub-01::stimulus_426,This brain response shows valence 8.11 and arousal 6.89.
sub-01::stimulus_427,This brain response shows valence 6.33 and arousal 5.56.
sub-01::stimulus_428,This brain response shows valence 5.44 and arousal 6.33.
sub-01::stimulus_429,This brain response shows valence 7.44 and arousal 6.44.
sub-01::stimulus_430,This brain response shows valence 6.00 and arousal 6.67.
sub-01::stimulus_431,This brain response shows valence 6.78 and arousal 6.44.
sub-01::stimulus_432,This brain response shows valence 7.00 and arousal 6.44.
sub-01::stimulus_433,This brain response shows valence 6.22 and arousal 6.44.
sub-01::stimulus_434,This brain response shows valence 1.33 and arousal 5.33.
sub-01::stimulus_435,This brain response shows valence 2.89 and arousal 6.33.
sub-01::stimulus_436,This brain response shows valence 3.33 and arousal 6.00.
sub-01::stimulus_437,This brain response shows valence 1.67 and arousal 6.33.
sub-01::stimulus_438,This brain response shows valence 6.89 and arousal 5.00.
sub-01::stimulus_439,This brain response shows valence 2.22 and arousal 5.56.
sub-01::stimulus_440,This brain response shows valence 4.89 and arousal 4.89.
sub-01::stimulus_441,This brain response shows valence 1.44 and arousal 3.11.
sub-01::stimulus_442,This brain response shows valence 5.33 and arousal 6.56.
sub-01::stimulus_443,This brain response shows valence 2.22 and arousal 6.22.
sub-01::stimulus_444,This brain response shows valence 2.56 and arousal 5.33.
sub-01::stimulus_445,This brain response shows valence 7.56 and arousal 6.56.
sub-01::stimulus_446,This brain response shows valence 6.78 and arousal 5.67.
sub-01::stimulus_447,This brain response shows valence 5.67 and arousal 6.33.
sub-01::stimulus_448,This brain response shows valence 5.00 and arousal 6.67.
sub-01::stimulus_449,This brain response shows valence 6.44 and arousal 6.33.
sub-01::stimulus_450,This brain response shows valence 1.67 and arousal 6.00.
sub-01::stimulus_451,This brain response shows valence 2.22 and arousal 6.67.
sub-01::stimulus_452,This brain response shows valence 7.11 and arousal 7.00.
sub-01::stimulus_453,This brain response shows valence 4.89 and arousal 4.78.
sub-01::stimulus_454,This brain response shows valence 7.11 and arousal 6.33.
sub-01::stimulus_455,This brain response shows valence 4.11 and arousal 4.33.
sub-01::stimulus_456,This brain response shows valence 6.44 and arousal 6.22.
sub-01::stimulus_457,This brain response shows valence 5.33 and arousal 5.33.
sub-01::stimulus_458,This brain response shows valence 8.33 and arousal 6.89.
sub-01::stimulus_459,This brain response shows valence 4.44 and arousal 6.11.
sub-01::stimulus_460,This brain response shows valence 2.78 and arousal 6.56.
sub-01::stimulus_461,This brain response shows valence 1.67 and arousal 6.44.
sub-01::stimulus_462,This brain response shows valence 7.22 and arousal 6.22.
sub-01::stimulus_463,This brain response shows valence 6.67 and arousal 5.56.
sub-01::stimulus_464,This brain response shows valence 1.67 and arousal 5.11.
sub-01::stimulus_465,This brain response shows valence 7.44 and arousal 8.00.
sub-01::stimulus_466,This brain response shows valence 2.89 and arousal 5.33.
sub-01::stimulus_467,This brain response shows valence 6.11 and arousal 6.00.
sub-01::stimulus_468,This brain response shows valence 5.78 and arousal 5.56.
sub-01::stimulus_469,This brain response shows valence 6.67 and arousal 7.00.
sub-01::stimulus_470,This brain response shows valence 5.33 and arousal 5.78.
sub-01::stimulus_471,This brain response shows valence 6.22 and arousal 5.33.
sub-01::stimulus_472,This brain response shows valence 7.89 and arousal 5.89.
sub-01::stimulus_473,This brain response shows valence 5.89 and arousal 6.22.
sub-01::stimulus_474,This brain response shows valence 1.22 and arousal 6.67.
sub-01::stimulus_475,This brain response shows valence 4.44 and arousal 6.33.
sub-01::stimulus_476,This brain response shows valence 6.44 and arousal 7.11.
sub-01::stimulus_477,This brain response shows valence 3.89 and arousal 5.56.
sub-01::stimulus_478,This brain response shows valence 6.33 and arousal 7.22.
sub-01::stimulus_479,This brain response shows valence 8.56 and arousal 5.78.
sub-01::stimulus_480,This brain response shows valence 8.67 and arousal 7.00.
sub-01::stimulus_481,This brain response shows valence 2.11 and arousal 6.00.
sub-01::stimulus_482,This brain response shows valence 2.33 and arousal 6.00.
sub-01::stimulus_483,This brain response shows valence 7.44 and arousal 5.78.
sub-01::stimulus_484,This brain response shows valence 4.78 and arousal 5.22.
sub-01::stimulus_485,This brain response shows valence 4.78 and arousal 5.67.
sub-01::stimulus_486,This brain response shows valence 5.56 and arousal 5.78.
sub-01::stimulus_487,This brain response shows valence 6.67 and arousal 6.56.
sub-01::stimulus_488,This brain response shows valence 5.11 and arousal 5.00.
sub-01::stimulus_489,This brain response shows valence 2.00 and arousal 6.89.
sub-01::stimulus_490,This brain response shows valence 2.00 and arousal 5.33.
sub-01::stimulus_491,This brain response shows valence 5.78 and arousal 5.44.
sub-01::stimulus_492,This brain response shows valence 3.00 and arousal 4.78.
sub-01::stimulus_493,This brain response shows valence 6.67 and arousal 5.78.
sub-01::stimulus_494,This brain response shows valence 2.33 and arousal 5.33.
sub-01::stimulus_495,This brain response shows valence 3.11 and arousal 4.56.
sub-01::stimulus_496,This brain response shows valence 5.44 and arousal 6.11.
sub-01::stimulus_497,This brain response shows valence 4.78 and arousal 5.78.
sub-01::stimulus_498,This brain response shows valence 5.00 and arousal 5.44.
sub-01::stimulus_499,This brain response shows valence 4.78 and arousal 5.89.
sub-01::stimulus_500,This brain response shows valence 4.00 and arousal 6.78.
sub-01::stimulus_501,This brain response shows valence 7.11 and arousal 7.00.
sub-01::stimulus_502,This brain response shows valence 4.89 and arousal 5.67.
sub-01::stimulus_503,This brain response shows valence 6.56 and arousal 6.44.
sub-01::stimulus_504,This brain response shows valence 3.89 and arousal 6.44.
sub-01::stimulus_505,This brain response shows valence 4.22 and arousal 5.44.
sub-01::stimulus_506,This brain response shows valence 6.33 and arousal 6.44.
sub-01::stimulus_507,This brain response shows valence 7.22 and arousal 5.22.
sub-01::stimulus_508,This brain response shows valence 4.56 and arousal 5.00.
sub-01::stimulus_509,This brain response shows valence 5.33 and arousal 6.33.
sub-01::stimulus_510,This brain response shows valence 3.67 and arousal 5.00.
sub-01::stimulus_511,This brain response shows valence 6.78 and arousal 6.67.
sub-01::stimulus_512,This brain response shows valence 1.78 and arousal 4.67.
sub-01::stimulus_513,This brain response shows valence 2.67 and arousal 5.00.
sub-01::stimulus_514,This brain response shows valence 1.67 and arousal 5.11.
sub-01::stimulus_515,This brain response shows valence 7.56 and arousal 5.44.
sub-01::stimulus_516,This brain response shows valence 6.78 and arousal 7.00.
sub-01::stimulus_517,This brain response shows valence 4.00 and arousal 7.00.
sub-01::stimulus_518,This brain response shows valence 7.22 and arousal 5.00.
sub-01::stimulus_519,This brain response shows valence 8.11 and arousal 4.56.
sub-01::stimulus_520,This brain response shows valence 6.22 and arousal 5.44.
sub-01::stimulus_521,This brain response shows valence 7.22 and arousal 5.44.
sub-01::stimulus_522,This brain response shows valence 2.22 and arousal 6.44.
sub-01::stimulus_523,This brain response shows valence 4.22 and arousal 4.22.
sub-01::stimulus_524,This brain response shows valence 1.33 and arousal 6.89.
sub-01::stimulus_525,This brain response shows valence 6.44 and arousal 5.67.
sub-01::stimulus_526,This brain response shows valence 6.33 and arousal 6.22.
sub-01::stimulus_527,This brain response shows valence 6.56 and arousal 4.89.
sub-01::stimulus_528,This brain response shows valence 6.78 and arousal 4.22.
sub-01::stimulus_529,This brain response shows valence 1.22 and arousal 5.11.
sub-01::stimulus_530,This brain response shows valence 8.67 and arousal 6.00.
sub-01::stimulus_531,This brain response shows valence 7.11 and arousal 6.11.
sub-01::stimulus_532,This brain response shows valence 2.11 and arousal 5.00.
sub-01::stimulus_533,This brain response shows valence 5.56 and arousal 6.78.
sub-01::stimulus_534,This brain response shows valence 8.00 and arousal 6.56.
sub-01::stimulus_535,This brain response shows valence 7.44 and arousal 5.44.
sub-01::stimulus_536,This brain response shows valence 2.78 and arousal 6.67.
sub-01::stimulus_537,This brain response shows valence 6.11 and arousal 6.00.
sub-01::stimulus_538,This brain response shows valence 6.00 and arousal 6.11.
sub-01::stimulus_539,This brain response shows valence 7.89 and arousal 7.78.
sub-01::stimulus_540,This brain response shows valence 7.44 and arousal 6.89.
sub-01::stimulus_541,This brain response shows valence 6.00 and arousal 5.67.
sub-01::stimulus_542,This brain response shows valence 6.33 and arousal 5.11.
sub-01::stimulus_543,This brain response shows valence 7.33 and arousal 5.22.
sub-01::stimulus_544,This brain response shows valence 5.11 and arousal 5.89.
sub-01::stimulus_545,This brain response shows valence 6.11 and arousal 5.44.
sub-01::stimulus_546,This brain response shows valence 6.67 and arousal 7.00.
sub-01::stimulus_547,This brain response shows valence 3.11 and arousal 5.44.
sub-01::stimulus_548,This brain response shows valence 2.78 and arousal 5.56.
sub-01::stimulus_549,This brain response shows valence 6.22 and arousal 5.33.
sub-01::stimulus_550,This brain response shows valence 6.11 and arousal 7.89.
sub-01::stimulus_551,This brain response shows valence 1.44 and arousal 3.67.
sub-01::stimulus_552,This brain response shows valence 4.11 and arousal 4.56.
sub-01::stimulus_553,This brain response shows valence 6.78 and arousal 6.22.
sub-01::stimulus_554,This brain response shows valence 2.33 and arousal 5.11.
sub-01::stimulus_555,This brain response shows valence 6.78 and arousal 6.67.
sub-01::stimulus_556,This brain response shows valence 5.44 and arousal 5.11.
sub-01::stimulus_557,This brain response shows valence 4.89 and arousal 5.44.
sub-01::stimulus_558,This brain response shows valence 3.11 and arousal 6.44.
sub-01::stimulus_559,This brain response shows valence 5.56 and arousal 5.78.
sub-01::stimulus_560,This brain response shows valence 7.89 and arousal 6.33.
sub-01::stimulus_561,This brain response shows valence 7.11 and arousal 6.33.
sub-01::stimulus_562,This brain response shows valence 6.00 and arousal 5.56.
sub-01::stimulus_563,This brain response shows valence 3.56 and arousal 5.11.
sub-01::stimulus_564,This brain response shows valence 2.67 and arousal 4.33.
sub-01::stimulus_565,This brain response shows valence 1.11 and arousal 5.67.
sub-01::stimulus_566,This brain response shows valence 2.33 and arousal 6.11.
sub-01::stimulus_567,This brain response shows valence 6.11 and arousal 6.78.
sub-01::stimulus_568,This brain response shows valence 3.78 and arousal 6.78.
sub-01::stimulus_569,This brain response shows valence 5.56 and arousal 4.89.
sub-01::stimulus_570,This brain response shows valence 7.44 and arousal 6.78.
sub-01::stimulus_571,This brain response shows valence 6.89 and arousal 5.67.
sub-01::stimulus_572,This brain response shows valence 4.89 and arousal 6.00.
sub-01::stimulus_573,This brain response shows valence 8.22 and arousal 5.44.
sub-01::stimulus_574,This brain response shows valence 8.33 and arousal 7.11.
sub-01::stimulus_575,This brain response shows valence 5.22 and arousal 6.00.
sub-01::stimulus_576,This brain response shows valence 7.67 and arousal 6.78.
sub-01::stimulus_577,This brain response shows valence 7.44 and arousal 4.44.
sub-01::stimulus_578,This brain response shows valence 5.78 and arousal 5.33.
sub-01::stimulus_579,This brain response shows valence 7.56 and arousal 5.89.
