stim_idx,stimulus_num,stimulus_name,valence_score,arousal_score,v_quartile,a_quartile
2114,2115,stimulus_2115,2.5556,6.2222,0,2
2115,2116,stimulus_2116,2.0,5.1111,0,0
2116,2117,stimulus_2117,7.4444,5.2222,3,1
2117,2118,stimulus_2118,7.6667,5.4444,3,1
2118,2119,stimulus_2119,4.8889,4.6667,1,0
2119,2120,stimulus_2120,3.0,7.1111,0,3
2120,2121,stimulus_2121,2.7778,6.6667,0,3
2121,2122,stimulus_2122,1.7778,6.1111,0,2
2122,2123,stimulus_2123,1.8889,5.2222,0,1
2123,2124,stimulus_2124,2.2222,6.4444,0,3
2124,2125,stimulus_2125,4.4444,5.7778,1,1
2125,2126,stimulus_2126,3.6667,4.7778,1,0
2126,2127,stimulus_2127,5.3333,4.4444,1,0
2127,2128,stimulus_2128,5.3333,4.3333,1,0
2128,2129,stimulus_2129,5.5556,4.1111,1,0
2129,2130,stimulus_2130,3.3333,5.2222,0,1
2130,2131,stimulus_2131,7.3333,3.7778,3,0
2131,2132,stimulus_2132,5.4444,5.1111,1,0
2132,2133,stimulus_2133,4.8889,5.0,1,0
2133,2134,stimulus_2134,6.3333,4.8889,2,0
2134,2135,stimulus_2135,3.0,5.4444,0,1
2135,2136,stimulus_2136,3.6667,4.1111,1,0
2136,2137,stimulus_2137,8.4444,7.2222,3,3
2137,2138,stimulus_2138,8.1111,7.2222,3,3
2138,2139,stimulus_2139,1.3333,5.7778,0,1
2139,2140,stimulus_2140,7.7778,6.7778,3,3
2140,2141,stimulus_2141,3.0,4.6667,0,0
2141,2142,stimulus_2142,3.2222,5.1111,0,0
2142,2143,stimulus_2143,6.7778,6.7778,3,3
2143,2144,stimulus_2144,2.2222,5.3333,0,1
2144,2145,stimulus_2145,5.6667,5.5556,2,1
2145,2146,stimulus_2146,8.2222,6.2222,3,2
2146,2147,stimulus_2147,1.4444,5.2222,0,1
2147,2148,stimulus_2148,4.7778,6.3333,1,2
2148,2149,stimulus_2149,7.4444,6.2222,3,2
2149,2150,stimulus_2150,7.6667,5.6667,3,1
2150,2151,stimulus_2151,4.2222,5.7778,1,1
2151,2152,stimulus_2152,1.6667,5.2222,0,1
2152,2153,stimulus_2153,1.7778,6.2222,0,2
2153,2154,stimulus_2154,6.8889,5.8889,3,2
2154,2155,stimulus_2155,3.6667,4.4444,1,0
2155,2156,stimulus_2156,3.7778,5.3333,1,1
2156,2157,stimulus_2157,2.5556,5.5556,0,1
2157,2158,stimulus_2158,8.2222,6.6667,3,3
2158,2159,stimulus_2159,2.4444,5.1111,0,0
2159,2160,stimulus_2160,5.1111,5.1111,1,0
2160,2161,stimulus_2161,3.0,7.1111,0,3
2161,2162,stimulus_2162,3.0,6.2222,0,2
2162,2163,stimulus_2163,7.4444,4.0,3,0
2163,2164,stimulus_2164,4.7778,6.4444,1,3
2164,2165,stimulus_2165,4.2222,4.6667,1,0
2165,2166,stimulus_2166,6.6667,5.7778,2,1
2166,2167,stimulus_2167,5.8889,6.3333,2,2
2167,2168,stimulus_2168,2.6667,5.8889,0,2
2168,2169,stimulus_2169,1.7778,3.8889,0,0
2169,2170,stimulus_2170,6.6667,6.5556,2,3
2170,2171,stimulus_2171,6.2222,4.8889,2,0
2171,2172,stimulus_2172,5.0,3.8889,1,0
2172,2173,stimulus_2173,7.1111,5.6667,3,1
2173,2174,stimulus_2174,2.4444,4.7778,0,0
2174,2175,stimulus_2175,6.3333,5.4444,2,1
2175,2176,stimulus_2176,5.8889,5.3333,2,1
2176,2177,stimulus_2177,2.0,4.8889,0,0
2177,2178,stimulus_2178,3.6667,6.2222,1,2
2178,2179,stimulus_2179,7.1111,6.7778,3,3
2179,2180,stimulus_2180,5.2222,5.3333,1,1
2180,2181,stimulus_2181,7.2222,6.3333,3,2
2181,2182,stimulus_2182,7.4444,6.4444,3,3
2182,2183,stimulus_2183,2.1111,5.2222,0,1
2183,2184,stimulus_2184,4.5556,5.3333,1,1
2184,2185,stimulus_2185,5.4444,5.2222,1,1
